N,P,K,temperature,humidity,ph,label
17,57,20,28.50678,45.20094,3.793575,mothbeans
28,48,15,25.16125,55.25436,9.254089,mothbeans
7,40,17,31.21239,40.92605,8.532079,mothbeans
7,56,23,26.33909,40.00933,5.545219,mothbeans
2,51,17,25.87682,45.96342,5.838509,mothbeans
11,45,19,28.70012,44.35965,3.828031,mothbeans
40,49,17,31.02216,45.89239,6.687275,mothbeans
9,59,25,30.39321,60.16299,7.699201,mothbeans
4,43,18,29.02955,61.09387,8.840656,mothbeans
36,57,16,28.61409,57.14219,8.292876,mothbeans
25,57,24,27.65472,58.59986,6.974978,mothbeans
9,49,16,30.88483,41.36562,7.661537,mothbeans
5,35,20,28.92953,53.57015,9.679241,mothbeans
9,51,19,27.04453,49.3261,5.490911,mothbeans
36,43,24,27.09401,43.65305,3.510404,mothbeans
22,43,24,25.42517,53.22083,4.523636,mothbeans
6,36,22,24.2161,59.79236,8.869533,mothbeans
2,56,23,26.65333,59.79023,7.550091,mothbeans
25,51,24,25.50424,61.66852,9.392695,mothbeans
35,52,15,28.69841,61.14754,9.935091,mothbeans
11,41,19,26.85911,41.81421,5.131779,mothbeans
3,56,17,28.19912,53.50568,8.709292,mothbeans
32,48,18,26.45708,56.40226,5.993514,mothbeans
36,44,21,25.12529,51.33189,4.516154,mothbeans
21,39,20,27.0618,52.30032,7.388007,mothbeans
32,43,22,31.99929,54.10775,5.270749,mothbeans
15,54,15,29.97604,57.03184,8.354958,mothbeans
23,58,19,24.17093,58.25205,5.243635,mothbeans
24,38,22,24.47876,58.51664,8.202706,mothbeans
22,51,16,27.96584,61.349,8.639586,mothbeans
22,55,24,28.56801,57.30636,8.66078,mothbeans
14,58,17,30.53684,59.96665,4.605701,mothbeans
14,55,15,27.33581,55.27756,8.050304,mothbeans
31,35,23,30.3026,47.18284,7.707595,mothbeans
22,44,24,24.30935,56.32938,6.030447,mothbeans
15,45,23,24.20423,61.43379,7.224194,mothbeans
18,36,23,24.01825,53.76623,7.214079,mothbeans
26,50,19,27.31791,51.66921,6.005243,mothbeans
7,45,22,25.50635,44.83026,9.926212,mothbeans
0,55,25,28.17489,43.66723,4.524172,mothbeans
38,56,25,25.74095,45.38497,7.881186,mothbeans
22,49,22,28.23495,61.56205,3.711059,mothbeans
17,43,22,30.06143,45.90068,5.498341,mothbeans
35,51,17,28.79929,49.84213,3.558823,mothbeans
36,56,20,25.41238,49.66474,7.437078,mothbeans
23,45,21,31.46511,51.79939,8.985348,mothbeans
29,44,20,30.04132,63.56223,8.620108,mothbeans
10,44,24,30.99257,43.02151,8.034413,mothbeans
30,41,15,24.83207,44.17085,5.885097,mothbeans
40,45,18,30.43684,55.20522,5.261286,mothbeans
4,47,20,25.97949,64.95585,4.193189,mothbeans
17,56,17,27.94294,45.41394,5.956585,mothbeans
11,44,17,26.34043,55.5916,8.016211,mothbeans
26,52,23,29.98835,49.60385,4.931891,mothbeans
20,45,16,29.93965,54.61813,4.626212,mothbeans
23,37,24,28.77833,44.22526,7.991902,mothbeans
22,42,22,25.54249,56.96641,7.887659,mothbeans
25,51,18,27.778,54.82131,9.459493,mothbeans
38,38,18,26.31052,61.18749,6.29413,mothbeans
19,36,22,25.44689,58.55364,6.164963,mothbeans
32,41,16,28.63619,61.39451,7.702287,mothbeans
4,59,22,29.33743,49.00323,8.914075,mothbeans
8,45,15,28.09569,60.98354,4.611364,mothbeans
37,57,20,31.10062,44.82069,7.354287,mothbeans
22,36,16,30.58139,50.77148,8.184229,mothbeans
11,40,23,29.61253,63.04749,5.804286,mothbeans
36,58,25,28.66024,59.31891,8.399136,mothbeans
35,57,25,27.09563,42.26206,8.340398,mothbeans
39,36,22,29.34317,60.50321,9.072011,mothbeans
35,55,22,30.88883,52.62697,8.63493,mothbeans
19,51,25,26.80474,48.23991,3.525366,mothbeans
22,59,23,27.32221,51.27869,4.371746,mothbeans
39,42,20,29.34997,61.25354,8.055909,mothbeans
9,60,23,31.96988,57.17377,6.276004,mothbeans
29,54,16,27.78032,54.6503,8.153023,mothbeans
3,58,21,25.36141,46.82653,9.160692,mothbeans
27,59,20,28.00937,52.6095,4.397699,mothbeans
26,51,25,28.76489,52.62742,7.792508,mothbeans
20,50,22,30.99695,46.42694,9.406888,mothbeans
24,37,21,30.574,58.22687,5.818219,mothbeans
12,39,21,28.99319,62.85948,8.183845,mothbeans
40,45,20,29.37687,57.69623,6.878498,mothbeans
25,35,20,28.90245,43.35366,8.923096,mothbeans
28,57,17,30.47758,61.58245,9.416003,mothbeans
91,94,46,29.36792,76.249,6.149934,banana
103,72,51,26.12643,81.81365,6.099479,banana
117,86,53,25.1964,83.5583,5.703382,banana
108,94,47,27.35912,84.54625,6.387431,banana
116,81,55,26.42313,83.6995,5.915546,banana
107,71,55,29.42018,83.96754,6.088064,banana
101,70,48,25.36059,75.03193,6.012697,banana
105,95,50,27.33369,83.67675,5.849076,banana
95,75,50,28.08166,75.2643,5.623616,banana
89,85,55,26.67198,76.48542,6.275385,banana
108,89,53,29.12037,80.18081,5.90877,banana
117,79,49,25.4091,82.36208,6.176644,banana
83,94,47,27.39872,81.10523,6.469371,banana
119,72,55,25.9907,83.33983,6.220644,banana
82,75,55,27.34585,78.48738,6.28107,banana
83,95,50,26.51682,77.79914,5.509471,banana
92,85,51,29.22119,81.08184,5.740765,banana
95,74,50,25.90113,80.47153,6.002482,banana
102,73,54,26.40202,84.41008,5.720727,banana
101,87,54,29.07311,76.50045,6.376757,banana
117,81,53,29.50705,78.20586,5.507642,banana
108,88,55,26.28846,83.39004,5.891458,banana
86,76,54,29.31591,80.11586,5.926825,banana
85,95,47,25.94019,78.34221,6.211833,banana
91,84,52,29.14827,78.71025,6.390742,banana
111,79,53,28.31193,75.77364,6.165001,banana
111,88,55,29.44795,78.34972,5.505394,banana
117,82,45,25.29392,79.29122,5.614471,banana
110,78,50,25.9373,78.89864,5.915569,banana
105,77,52,29.16227,76.16152,5.816622,banana
113,85,45,27.94972,76.63713,6.037431,banana
104,73,46,29.14009,80.11902,6.282362,banana
80,90,47,26.59744,79.35899,6.210845,banana
93,81,50,27.71822,76.57853,6.036079,banana
117,86,48,28.69562,82.54196,6.225225,banana
93,94,53,25.86632,84.42379,6.079179,banana
83,79,55,25.14748,83.34688,5.565029,banana
89,83,47,28.09578,77.79587,5.631272,banana
99,92,47,28.12795,77.48247,6.323934,banana
100,80,52,27.53911,77.2563,6.049802,banana
93,83,46,29.38254,83.50424,5.765309,banana
99,70,46,26.59581,82.99557,5.72747,banana
94,89,48,28.55981,84.51602,5.653438,banana
98,79,50,25.3412,84.47321,6.435917,banana
109,79,45,27.66753,79.68543,6.490074,banana
102,71,48,28.65456,79.28694,5.695268,banana
94,70,48,25.13687,84.88394,6.195152,banana
93,91,47,27.84768,83.31111,6.101242,banana
114,94,53,26.33545,76.8532,6.190757,banana
108,72,46,25.16278,84.97849,6.110845,banana
107,72,45,28.14939,81.54449,5.790768,banana
86,95,49,28.05484,78.04603,6.458715,banana
109,91,53,29.66727,83.51014,6.010096,banana
108,92,53,27.40054,82.96221,6.2768,banana
80,77,49,26.05433,79.39655,5.519088,banana
95,82,48,27.3949,83.31172,5.719015,banana
105,74,45,25.14518,81.38204,6.098369,banana
112,73,48,29.24406,77.32017,5.707489,banana
118,88,51,25.44926,79.49222,6.201912,banana
104,80,54,27.09062,81.33507,5.879119,banana
92,81,52,28.01068,76.52808,5.891414,banana
110,71,54,28.67209,82.20794,5.725419,banana
94,91,51,29.16093,76.67484,5.618094,banana
100,74,52,25.43481,81.53978,5.837258,banana
95,75,45,28.98333,82.95958,5.829899,banana
96,86,51,29.90889,76.98741,6.25737,banana
90,92,55,27.00932,80.18547,6.134656,banana
99,73,53,26.29039,81.06004,5.871702,banana
108,89,53,29.55055,78.06763,5.808498,banana
105,93,46,25.01018,78.76261,5.760458,banana
95,88,52,28.00316,78.90086,6.235462,banana
105,88,54,25.7875,84.51194,6.020445,banana
119,90,48,28.66725,79.59243,5.986442,banana
97,74,45,26.47523,78.51834,5.67772,banana
88,78,45,29.10403,79.19589,6.32427,banana
120,87,52,28.07645,76.05522,5.905495,banana
82,77,46,28.94705,82.1889,5.901101,banana
106,85,53,27.19946,78.80861,5.915055,banana
89,91,55,25.08347,80.26173,6.275572,banana
101,75,50,26.59386,81.4074,6.242528,banana
82,78,46,25.05802,84.97324,5.738679,banana
111,87,48,26.39855,81.36029,5.571401,banana
102,73,52,27.91221,83.36308,6.356091,banana
106,70,55,25.86825,78.524,5.740555,banana
112,87,48,27.19712,77.39706,6.200111,banana
90,86,55,27.96237,84.15404,5.644487,banana
101,92,45,28.22777,80.64304,5.758054,banana
118,88,52,28.65004,82.68753,5.843163,banana
92,81,52,27.39342,81.46548,6.438137,banana
100,76,45,25.56703,75.94068,5.590236,banana
85,89,51,29.21145,84.7019,6.158164,banana
117,76,47,25.56202,77.38229,6.119216,banana
80,71,47,27.50528,80.79784,6.156373,banana
91,75,55,27.48613,76.1124,6.212369,banana
86,79,45,27.81251,82.69285,5.807664,banana
116,71,47,27.57278,82.06389,6.435786,banana
114,79,51,26.21009,82.34429,6.313197,banana
90,86,52,25.85037,81.9558,5.79326,banana
92,75,45,29.01208,77.95193,5.674403,banana
93,85,49,27.96799,79.28626,5.694244,banana
133,47,24,24.40229,79.19732,7.231325,cotton
127,37,18,24.87664,76.3005,7.041066,cotton
114,40,17,24.3263,80.13456,6.363406,cotton
108,36,19,22.7825,77.51235,7.238567,cotton
121,53,19,23.51309,76.72621,7.976889,cotton
122,40,17,24.96441,81.31678,6.854559,cotton
107,43,18,22.42673,81.53481,6.745104,cotton
103,51,20,22.80213,84.14668,7.046607,cotton
131,60,17,25.32024,81.79476,7.425041,cotton
131,38,19,23.86814,75.6834,6.814342,cotton
108,38,24,23.41022,76.43837,7.442217,cotton
100,40,20,22.45146,76.25675,7.432044,cotton
114,40,23,25.53676,81.13669,6.753978,cotton
136,36,24,22.74447,80.41198,7.59782,cotton
126,50,19,24.69457,81.73589,6.628723,cotton
107,51,22,24.86561,78.22081,5.983076,cotton
120,60,15,22.31872,83.8613,7.288377,cotton
130,59,19,25.07279,82.50258,6.520404,cotton
107,45,25,23.08659,83.55546,7.227746,cotton
113,38,25,22.00085,79.47271,7.388266,cotton
134,52,18,23.96431,76.59176,7.99468,cotton
132,52,19,24.16402,76.74339,6.436692,cotton
111,50,15,25.1682,80.30352,7.88455,cotton
111,41,18,23.64328,78.12587,6.105398,cotton
127,53,24,22.21507,76.17852,6.12794,cotton
121,47,16,23.60564,79.29573,7.72324,cotton
125,60,17,24.14386,84.51591,6.785724,cotton
105,56,15,25.9678,81.97904,7.272316,cotton
102,37,25,25.31468,77.91757,5.907931,cotton
107,42,24,22.04613,84.62978,6.144632,cotton
120,48,16,22.46054,75.40989,7.456972,cotton
119,44,15,22.14594,82.85975,7.091992,cotton
123,44,21,25.78544,75.00539,7.641117,cotton
117,56,15,25.99237,77.05435,7.368258,cotton
105,60,23,23.53371,77.21706,6.207652,cotton
133,50,25,25.7218,81.19666,7.569455,cotton
101,37,18,22.92361,82.68739,7.637378,cotton
102,45,16,23.6563,77.52426,7.294219,cotton
118,44,23,22.08458,82.82904,6.69169,cotton
140,45,15,25.53083,80.04663,5.801048,cotton
136,36,20,23.09596,84.86276,6.925412,cotton
140,40,17,22.72767,77.07598,6.006086,cotton
123,39,24,25.00755,78.17952,7.453106,cotton
107,58,15,23.73868,75.77504,7.556064,cotton
133,57,19,23.54235,75.98203,7.947011,cotton
108,60,17,22.75806,76.75768,6.558903,cotton
104,47,18,23.96563,76.97697,7.633437,cotton
108,46,17,24.3018,84.87669,6.932215,cotton
126,46,25,24.43847,81.69802,6.757458,cotton
100,48,17,23.78051,83.03879,7.827878,cotton
126,37,21,25.84997,84.16855,6.614486,cotton
121,45,22,22.45943,81.30681,6.443785,cotton
129,47,20,24.41212,80.80344,6.281914,cotton
103,42,17,24.2947,84.61528,6.527542,cotton
123,50,16,23.0492,75.53835,6.498052,cotton
102,53,21,23.03814,76.11022,6.913679,cotton
139,35,15,25.24868,83.46301,5.898293,cotton
131,35,18,24.49113,82.24416,7.057693,cotton
129,60,22,24.58453,79.12404,5.947449,cotton
106,46,20,23.43822,78.63389,6.200672,cotton
129,43,16,25.55037,77.85056,6.732109,cotton
110,39,25,22.60612,77.34264,7.208795,cotton
102,46,19,22.77076,82.59933,6.631005,cotton
110,39,18,24.54795,75.39753,7.76626,cotton
135,43,16,23.47987,81.73049,6.72045,cotton
117,51,15,22.95357,78.71556,6.044557,cotton
133,47,23,24.88738,75.62137,6.827355,cotton
115,48,16,25.5436,84.0923,7.175935,cotton
125,39,21,25.0315,82.21277,7.954629,cotton
122,59,18,23.5001,83.63489,6.219469,cotton
112,49,25,25.6896,77.90621,6.470135,cotton
118,45,23,23.37044,77.43199,7.977651,cotton
107,36,21,25.2925,75.66653,6.205264,cotton
131,52,16,23.65724,84.47601,6.486068,cotton
111,39,22,22.60362,80.3509,6.135025,cotton
112,54,15,25.46229,81.56642,6.175492,cotton
131,56,20,22.00817,81.83896,7.762648,cotton
132,41,22,24.29145,81.02453,7.810866,cotton
100,41,22,22.42048,84.55795,7.318802,cotton
101,58,18,25.66891,81.38103,6.652144,cotton
121,36,24,23.66457,81.69105,7.352402,cotton
106,49,24,23.03888,76.4704,6.983396,cotton
111,53,19,23.96436,78.02763,6.419537,cotton
113,38,20,22.10719,78.5832,6.36473,cotton
117,43,25,24.68855,78.51207,7.839849,cotton
140,38,15,24.1473,75.88299,6.02144,cotton
131,49,22,25.49848,79.97516,7.306919,cotton
111,40,25,24.48469,84.44932,6.187456,cotton
113,41,20,25.00172,80.53966,7.256878,cotton
126,38,23,25.36244,83.63276,6.176716,cotton
118,50,19,22.95604,82.33734,6.360812,cotton
100,52,19,23.45969,82.44777,7.903529,cotton
109,36,18,25.40059,76.53238,7.524708,cotton
102,49,21,24.69316,84.84422,6.253344,cotton
122,48,16,24.65426,75.63507,6.307586,cotton
100,46,18,24.18586,76.04204,6.43169,cotton
134,56,18,23.80835,83.91903,6.691268,cotton
116,56,17,24.71253,77.72931,7.97909,cotton
116,52,19,22.94277,75.37171,6.114526,cotton
113,37,20,25.033,79.04369,7.393441,cotton
91,21,26,26.33378,57.3647,7.261314,coffee
85,35,32,26.24928,54.28618,6.854011,coffee
103,27,31,27.15999,51.59101,6.691541,coffee
118,31,34,27.54823,62.88179,6.123796,coffee
103,40,30,27.30902,55.19622,6.348316,coffee
112,39,29,26.12492,63.37479,6.726529,coffee
98,29,30,25.64004,61.03273,6.217974,coffee
111,29,31,26.05968,52.31099,6.136287,coffee
100,24,28,25.59535,57.72921,7.101661,coffee
99,16,30,23.52652,65.44341,6.392792,coffee
109,31,27,23.05952,50.40609,6.97384,coffee
99,15,27,27.41711,56.63636,6.086922,coffee
107,38,29,26.65069,57.56696,6.351182,coffee
104,20,26,27.22784,52.95262,7.493192,coffee
114,20,26,25.55657,62.67088,7.279057,coffee
86,31,35,27.01207,60.76645,6.485761,coffee
99,40,32,24.18471,69.94807,7.045543,coffee
103,33,25,27.1021,55.74973,6.911066,coffee
87,28,35,26.56028,57.16218,6.759212,coffee
99,15,27,27.04242,57.27927,6.501157,coffee
119,30,28,26.35771,64.57578,6.505204,coffee
89,28,33,26.44414,53.83876,6.993236,coffee
81,30,31,24.6509,51.93952,7.027586,coffee
112,17,28,27.62975,61.26003,6.777418,coffee
108,24,31,24.12833,56.18108,6.4319,coffee
109,23,25,25.11711,68.4803,7.007332,coffee
82,29,35,26.67377,52.24226,6.246872,coffee
117,32,34,26.27242,52.12739,6.758793,coffee
107,34,32,26.77464,66.41327,6.780064,coffee
113,21,33,26.02241,55.83289,7.277423,coffee
80,30,25,26.24092,65.64381,7.487267,coffee
98,27,27,24.71384,51.29143,7.23811,coffee
107,21,26,26.45288,55.32223,7.23507,coffee
97,29,27,27.74577,54.36976,7.205079,coffee
116,40,33,24.9137,54.15319,7.042089,coffee
120,23,28,25.67324,51.29044,6.877799,coffee
81,34,30,25.17788,62.26245,6.647766,coffee
93,26,27,24.59246,56.4683,7.288212,coffee
86,26,27,27.1314,52.89368,6.081173,coffee
83,21,28,25.56748,60.49245,7.466901,coffee
88,35,35,27.55906,58.45743,6.784461,coffee
117,37,32,23.10694,67.06231,6.787659,coffee
116,36,25,27.57848,58.52534,6.17209,coffee
100,40,35,27.56442,54.41094,6.955787,coffee
84,27,29,23.32293,53.00366,7.167093,coffee
95,39,29,27.35153,55.99375,7.134114,coffee
101,33,33,26.97252,62.01836,6.908671,coffee
83,38,35,25.70823,52.88667,7.189156,coffee
94,26,27,26.3663,52.25738,7.45646,coffee
120,20,34,23.56961,50.5634,6.906125,coffee
105,18,35,23.52648,68.44031,6.743417,coffee
104,26,30,24.40727,62.65693,6.410993,coffee
108,35,25,23.98143,61.10935,6.971963,coffee
113,33,34,26.00374,62.14451,6.559817,coffee
101,31,26,26.70898,69.71184,6.861235,coffee
103,33,33,26.71717,50.50149,7.131436,coffee
106,21,35,25.62736,57.04151,7.428524,coffee
88,21,27,24.43012,66.02411,7.231167,coffee
98,18,27,27.56089,68.493,6.516312,coffee
84,36,28,26.73506,55.55165,6.119892,coffee
114,27,28,24.99452,57.9325,7.162802,coffee
107,31,31,23.17125,52.97841,6.766184,coffee
106,40,30,23.42612,64.10652,6.779984,coffee
85,33,25,26.20811,52.50988,6.910824,coffee
97,35,26,24.91461,53.74145,6.33461,coffee
87,23,28,26.22367,62.26595,6.979591,coffee
80,15,28,23.11439,68.00096,6.703271,coffee
113,15,29,27.09617,63.55324,6.77923,coffee
104,18,30,23.60302,60.39647,6.779833,coffee
118,21,34,24.38535,64.72543,7.234258,coffee
82,24,26,24.31274,53.57286,6.089444,coffee
108,33,31,23.69287,66.7609,7.393826,coffee
118,33,30,24.1318,67.22512,6.362608,coffee
87,38,29,25.20407,57.8837,6.652643,coffee
104,35,28,27.51006,50.66687,6.983732,coffee
117,26,30,27.92374,67.96911,7.079851,coffee
89,25,34,23.07895,63.65861,7.184802,coffee
91,25,26,24.5346,66.99765,7.482414,coffee
116,28,34,23.44372,60.39523,6.423211,coffee
118,18,32,27.64961,51.11044,6.351824,coffee
116,38,34,23.2925,50.04557,6.020947,coffee
100,32,26,25.23466,57.53161,6.043486,coffee
116,23,25,23.41237,52.26995,6.86972,coffee
111,27,31,23.59302,55.27565,6.043331,coffee
118,40,35,26.35034,58.5065,7.460175,coffee
87,28,30,25.60154,68.66258,6.536677,coffee
120,40,33,24.23851,54.3033,6.734105,coffee
109,29,28,23.26317,60.516,6.724689,coffee
82,24,33,26.53543,67.09608,6.809594,coffee
86,40,33,26.13879,52.26312,7.432322,coffee
111,28,26,27.77363,64.47859,6.937353,coffee
115,31,30,24.22985,67.37768,6.840928,coffee
84,39,35,23.17714,52.13864,6.959404,coffee
95,37,35,27.31317,68.42334,6.348338,coffee
117,34,25,24.83846,56.76853,7.2127,coffee
80,18,31,24.02953,58.84881,7.303033,coffee
111,32,34,25.46744,69.35161,6.392048,coffee
92,40,30,23.35723,55.18792,6.026287,coffee
97,22,26,23.60568,59.68849,6.07419,coffee
99,19,33,27.53645,55.51673,6.273742,coffee
119,25,51,26.4733,80.92254,6.283818,watermelon
88,5,47,25.86475,86.67468,6.662245,watermelon
95,12,46,26.21668,81.01009,6.322817,watermelon
81,16,45,26.90436,86.25426,6.727468,watermelon
92,21,48,25.81692,82.04326,6.377427,watermelon
108,23,51,26.84366,83.8504,6.106501,watermelon
113,19,46,25.41864,81.12123,6.286388,watermelon
118,15,45,24.21496,84.20577,6.538006,watermelon
85,22,53,25.96534,89.77077,6.849472,watermelon
83,9,45,25.85484,89.13164,6.04961,watermelon
110,7,45,26.63839,84.69547,6.189214,watermelon
101,11,51,25.50737,84.2434,6.792036,watermelon
106,14,45,24.47019,84.1639,6.417012,watermelon
81,18,50,26.44019,80.91934,6.507111,watermelon
80,26,55,24.53443,88.98927,6.140099,watermelon
104,23,47,26.98213,86.70068,6.770434,watermelon
93,22,52,26.58741,81.32563,6.93274,watermelon
80,16,46,25.50406,81.40297,6.940236,watermelon
112,25,51,25.04747,85.56673,6.932537,watermelon
81,18,50,26.80751,88.22875,6.429788,watermelon
90,16,45,24.92093,80.61751,6.29154,watermelon
91,24,55,26.27062,83.09195,6.259087,watermelon
91,12,46,24.64458,85.49938,6.343943,watermelon
88,29,51,24.71885,88.94568,6.09569,watermelon
111,5,55,26.28344,84.42479,6.520663,watermelon
109,10,53,26.81939,87.82746,6.55175,watermelon
102,14,52,26.7949,89.64815,6.51076,watermelon
100,10,53,24.54357,84.60808,6.211749,watermelon
117,30,50,24.90124,87.20773,6.744966,watermelon
119,9,50,26.74551,83.91959,6.251287,watermelon
84,7,51,26.8153,87.65694,6.399669,watermelon
111,6,53,26.49306,88.59143,6.313513,watermelon
91,7,53,25.13736,89.28273,6.457217,watermelon
119,19,55,25.1878,83.44622,6.818261,watermelon
92,7,48,26.27521,86.6325,6.956509,watermelon
107,10,49,25.83203,89.00482,6.755192,watermelon
101,20,48,24.67742,82.75411,6.206247,watermelon
102,28,54,25.15623,80.27525,6.862157,watermelon
84,25,52,24.3719,81.25148,6.125324,watermelon
97,8,52,24.91032,86.9719,6.237862,watermelon
120,24,47,26.98604,89.41385,6.260839,watermelon
99,6,45,26.12589,86.55079,6.000976,watermelon
114,21,55,25.44384,87.93923,6.472756,watermelon
105,30,50,25.29955,81.77528,6.376201,watermelon
119,7,55,26.03868,84.63784,6.031424,watermelon
95,16,55,25.26931,87.55055,6.612848,watermelon
95,14,50,26.63331,84.31757,6.560444,watermelon
104,17,46,25.71314,80.22973,6.190016,watermelon
113,30,50,26.03967,83.98624,6.277484,watermelon
112,28,54,24.86095,85.05319,6.738031,watermelon
91,21,50,24.33528,81.4403,6.76203,watermelon
92,20,55,25.10475,87.52676,6.587791,watermelon
114,8,50,24.74631,88.30866,6.581588,watermelon
82,23,49,26.81384,87.21987,6.873284,watermelon
103,17,51,25.11189,80.02621,6.209888,watermelon
101,13,54,25.42901,82.91482,6.828983,watermelon
105,14,50,26.21488,87.6884,6.419052,watermelon
86,6,53,25.9203,83.47203,6.921848,watermelon
91,7,52,25.07804,83.4623,6.405054,watermelon
83,25,53,26.49195,80.04678,6.057697,watermelon
103,16,49,24.06731,81.64075,6.915717,watermelon
89,25,54,24.69369,85.56968,6.353107,watermelon
83,29,52,25.76403,87.59311,6.704689,watermelon
107,5,52,26.66346,89.98405,6.881426,watermelon
95,12,51,25.76484,84.1727,6.681607,watermelon
92,7,45,26.70608,81.1415,6.94464,watermelon
83,10,53,24.92995,85.00802,6.195142,watermelon
118,13,54,24.41312,89.81574,6.039585,watermelon
119,30,49,25.35795,80.45846,6.90302,watermelon
110,28,46,24.29105,88.04541,6.498896,watermelon
110,21,54,26.73691,87.8243,6.747538,watermelon
101,17,55,24.37118,87.12691,6.4515,watermelon
101,10,47,25.54217,83.31883,6.936998,watermelon
116,5,54,25.37601,80.99314,6.653987,watermelon
100,18,52,26.20234,80.38266,6.876067,watermelon
99,5,47,24.13079,84.84495,6.649087,watermelon
97,12,47,25.28785,89.63668,6.765095,watermelon
120,20,45,25.66576,88.69842,6.114129,watermelon
115,11,46,24.41593,89.39656,6.623167,watermelon
120,7,47,24.24782,83.03688,6.653868,watermelon
120,19,49,25.79449,84.26831,6.762472,watermelon
85,25,47,26.1144,87.64081,6.295425,watermelon
98,8,51,26.17935,86.52258,6.259336,watermelon
85,27,45,26.07138,88.72857,6.467096,watermelon
89,22,52,24.89681,86.10783,6.217301,watermelon
86,15,47,24.04356,84.18407,6.423899,watermelon
118,21,51,24.42999,86.33905,6.678805,watermelon
109,21,55,24.90046,89.73524,6.770278,watermelon
108,22,46,26.17669,86.72952,6.121169,watermelon
98,25,52,25.28014,83.15394,6.224066,watermelon
117,27,48,26.53259,82.39054,6.835268,watermelon
82,22,45,26.22338,85.34866,6.512196,watermelon
90,14,52,24.84741,89.20455,6.391858,watermelon
97,25,50,26.22006,80.90127,6.093815,watermelon
82,25,51,24.31335,87.47409,6.07421,watermelon
97,22,50,26.26029,86.14586,6.769894,watermelon
83,22,54,25.89762,81.96665,6.277245,watermelon
81,6,55,24.88911,85.87059,6.110143,watermelon
83,23,55,26.8975,83.89241,6.463271,watermelon
96,18,50,25.33104,84.30534,6.904242,watermelon
18,30,29,26.76275,92.86057,6.420019,coconut
24,6,32,28.11321,90.01735,6.387068,coconut
30,25,31,26.31271,98.62048,5.804965,coconut
19,30,30,29.56549,91.40896,5.826381,coconut
38,6,25,25.54963,96.92787,6.156259,coconut
18,12,35,26.13958,96.38581,6.338721,coconut
25,7,35,28.38504,99.18844,5.557712,coconut
7,11,32,29.25903,95.11295,5.542169,coconut
37,10,32,28.96318,95.16334,6.165085,coconut
32,12,30,25.39241,98.08951,5.579845,coconut
31,20,26,25.56568,97.61362,6.443169,coconut
3,9,35,26.91642,99.84672,6.318553,coconut
38,24,33,28.28905,97.00396,5.973853,coconut
30,30,35,25.00872,95.59224,6.001936,coconut
28,10,30,29.86908,91.14723,6.305741,coconut
32,11,31,29.51612,92.56493,6.461226,coconut
27,30,31,28.98545,90.73967,5.71812,coconut
2,21,35,25.02887,91.53721,6.293662,coconut
14,23,25,26.18552,96.96638,5.612123,coconut
23,7,34,26.10551,91.52421,5.852038,coconut
8,15,33,28.97319,98.09861,5.50158,coconut
16,14,30,29.70931,96.30484,6.374668,coconut
0,29,32,28.05912,98.3671,5.868256,coconut
40,5,32,26.07011,96.70362,5.98117,coconut
39,29,29,26.50909,94.48415,6.143663,coconut
10,24,27,27.57284,94.90486,5.70841,coconut
29,17,29,29.20395,95.66997,5.959493,coconut
29,8,28,26.87038,91.72546,6.100429,coconut
8,6,33,28.27804,93.64761,6.095261,coconut
20,29,27,25.09898,92.36099,6.047044,coconut
29,25,35,28.35751,91.64509,5.542874,coconut
3,23,30,29.70143,95.65754,6.078807,coconut
32,11,31,25.06872,93.3141,6.205932,coconut
26,9,32,25.94904,94.73861,6.470466,coconut
24,27,34,28.87863,95.1132,6.203377,coconut
1,8,26,27.51363,94.18956,5.562912,coconut
39,7,29,27.54273,94.59086,6.362544,coconut
35,30,34,28.29748,95.41123,6.141502,coconut
34,6,30,27.08283,97.00155,5.948343,coconut
8,28,30,25.51618,94.33465,6.015672,coconut
0,26,31,25.07072,95.02157,5.547933,coconut
28,27,32,28.941,93.00109,5.764615,coconut
17,30,27,29.03065,90.79094,5.894027,coconut
22,16,27,29.17979,90.27214,6.006785,coconut
11,6,25,28.69165,96.65249,6.081568,coconut
31,30,29,26.5858,90.98618,5.558807,coconut
27,22,29,28.83215,92.1717,6.000249,coconut
37,5,34,25.79491,93.84151,5.779033,coconut
14,21,35,29.52501,91.91185,6.121006,coconut
0,19,33,27.1326,95.23798,6.234458,coconut
37,23,28,25.61294,94.31388,5.740055,coconut
36,27,26,26.58414,95.78923,6.254496,coconut
18,19,29,27.59377,92.4852,6.206078,coconut
19,26,29,26.93142,98.80314,5.671549,coconut
38,14,30,26.9245,91.20106,5.570745,coconut
30,13,25,27.15116,91.48889,6.413185,coconut
26,18,27,27.45908,92.90736,5.836075,coconut
34,15,34,27.05826,91.1051,5.677283,coconut
17,11,32,28.74013,93.39676,5.620734,coconut
10,18,35,27.79798,99.64573,6.381975,coconut
19,15,34,26.29645,99.65809,5.685889,coconut
32,20,35,26.52166,98.38228,5.588655,coconut
27,24,29,26.61423,96.97301,6.142011,coconut
31,13,33,29.69952,95.21224,6.342464,coconut
21,20,31,25.60034,99.72401,5.855458,coconut
13,28,33,28.13012,95.64808,5.686973,coconut
40,5,29,28.48445,97.76865,5.820979,coconut
7,21,35,25.76012,94.65831,5.764812,coconut
